customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,churn
C01279,63,90.54,2867.26,One year,No,Electronic check,1
C01280,38,48.06,3645.44,Month-to-month,DSL,Credit card,1
C01281,65,83.67,961.68,One year,DSL,Bank transfer,0
C01282,61,90.73,5730.85,Two year,No,Credit card,0
C01283,55,40.87,6985.87,Month-to-month,Fiber optic,Bank transfer,0
C01284,65,112.52,6157.35,One year,Fiber optic,Electronic check,0
C01285,14,47.78,245.08,Two year,Fiber optic,Credit card,0
C01286,32,38.52,3335.29,One year,No,Electronic check,0
C01287,24,84.16,5921.47,One year,No,Electronic check,0
C01288,64,62.57,240.68,Two year,Fiber optic,Electronic check,0
C01289,27,24.1,5650.41,One year,No,Mailed check,0
C01290,14,62.21,7139.14,Month-to-month,Fiber optic,Credit card,0
C01291,52,90.14,1093.59,One year,No,Credit card,0
C01292,67,111.2,5822.66,Month-to-month,DSL,Bank transfer,0
C01293,7,46.85,7077.95,Month-to-month,Fiber optic,Credit card,1
C01294,7,24.54,5083.93,One year,DSL,Credit card,0
C01295,22,22.21,2603.52,Two year,DSL,Electronic check,0
C01296,59,58.84,1003.2,Month-to-month,DSL,Mailed check,0
C01297,2,38.05,6848.08,Two year,Fiber optic,Credit card,0
C01298,63,37.08,6798.54,Month-to-month,Fiber optic,Credit card,0
C01299,44,115.94,1788.07,One year,No,Electronic check,0
C01300,32,42.84,3226.38,Two year,Fiber optic,Bank transfer,0
C01301,43,41.61,129.01,Month-to-month,DSL,Credit card,0
C01302,26,76.07,1759.81,Month-to-month,No,Credit card,1
C01303,16,114.38,6442.73,One year,Fiber optic,Mailed check,0
C01304,59,71.04,7361.04,Month-to-month,No,Electronic check,0
C01305,37,77.63,5608.75,Month-to-month,DSL,Credit card,0
C01306,57,55.46,2712.47,One year,DSL,Credit card,0
C01307,14,29.11,2606.34,Month-to-month,No,Bank transfer,1
C01308,30,45.88,3107.91,One year,DSL,Electronic check,0
C01309,58,77.42,4106.74,Month-to-month,Fiber optic,Mailed check,0
C01310,67,31.65,3137.28,Month-to-month,Fiber optic,Credit card,1
C01311,31,46.51,6037.46,Month-to-month,DSL,Bank transfer,0
C01312,66,95.85,3829.74,One year,No,Bank transfer,0
C01313,36,57.21,2269.69,Month-to-month,DSL,Bank transfer,0
C01314,16,76.35,6910.03,Month-to-month,DSL,Mailed check,0
C01315,23,116.73,5104.17,One year,Fiber optic,Electronic check,0
C01316,48,49.13,118.39,Month-to-month,DSL,Bank transfer,0
C01317,23,74.22,3639.88,Two year,No,Credit card,0
C01318,9,20.72,515.95,Month-to-month,No,Bank transfer,0
C01319,28,42.76,7353.35,Two year,Fiber optic,Credit card,0
C01320,53,62.89,5845.8,One year,Fiber optic,Electronic check,0
C01321,30,34.58,3000.1,Month-to-month,No,Electronic check,1
C01322,64,22.3,3352.98,Month-to-month,No,Mailed check,0
C01323,11,65.87,3581.15,Two year,No,Mailed check,0
C01324,25,70.41,5367.35,Month-to-month,Fiber optic,Mailed check,0
C01325,25,80.87,103.23,Month-to-month,Fiber optic,Credit card,0
C01326,26,79.16,7015.96,Month-to-month,No,Mailed check,0
C01327,35,39.81,4059.01,One year,Fiber optic,Electronic check,0
C01328,29,115.91,3944.59,Month-to-month,No,Bank transfer,0
C01329,42,88.7,2175.48,One year,DSL,Bank transfer,0
C01330,66,55.59,5543.06,Month-to-month,DSL,Electronic check,0
C01331,10,87.22,5311.43,Month-to-month,Fiber optic,Bank transfer,0
C01332,60,70.28,4348.59,Two year,DSL,Credit card,0
C01333,42,22.52,3097.13,Month-to-month,DSL,Bank transfer,0
C01334,65,21.79,7872.95,Month-to-month,Fiber optic,Electronic check,0
C01335,3,109.35,6982.72,Two year,No,Mailed check,0
C01336,9,42.95,4253.28,Month-to-month,Fiber optic,Electronic check,0
C01337,46,97.13,431.05,Month-to-month,Fiber optic,Electronic check,1
C01338,68,33.84,1549.33,Month-to-month,DSL,Bank transfer,1
C01339,36,37.24,5532.91,Month-to-month,Fiber optic,Electronic check,1
C01340,40,69.06,6407.36,Two year,Fiber optic,Electronic check,0
C01341,7,56.11,1252.71,One year,Fiber optic,Bank transfer,0
C01342,44,56.37,4610.81,Month-to-month,No,Mailed check,0
C01343,53,97.96,7897.59,Month-to-month,DSL,Bank transfer,0
C01344,67,86.21,4589.35,Month-to-month,DSL,Credit card,0
C01345,39,30.74,4060.76,Month-to-month,DSL,Mailed check,0
C01346,16,72.31,4337.67,Two year,DSL,Credit card,0
C01347,1,61.34,2471.15,Two year,Fiber optic,Bank transfer,0
C01348,70,67.94,4588.83,One year,DSL,Credit card,0
C01349,29,118.0,4159.18,Month-to-month,Fiber optic,Mailed check,0
C01350,65,40.64,6190.95,One year,Fiber optic,Bank transfer,0
C01351,32,23.88,2636.37,Month-to-month,No,Electronic check,1
C01352,38,39.7,7145.0,Month-to-month,No,Bank transfer,1
C01353,45,86.21,1138.79,Month-to-month,No,Bank transfer,0
C01354,62,45.75,1277.07,Month-to-month,No,Mailed check,1
C01355,40,64.58,6276.64,One year,DSL,Electronic check,0
C01356,18,88.62,4293.65,Month-to-month,Fiber optic,Electronic check,0
C01357,28,63.22,4010.81,One year,No,Mailed check,1
C01358,42,56.51,3440.2,Month-to-month,Fiber optic,Electronic check,0
C01359,53,65.01,4826.23,Month-to-month,Fiber optic,Mailed check,0
C01360,64,45.08,5388.95,Month-to-month,DSL,Electronic check,0
C01361,16,111.68,4094.72,One year,DSL,Bank transfer,0
C01362,19,108.47,2949.65,One year,DSL,Bank transfer,0
C01363,13,75.66,7793.6,Two year,Fiber optic,Mailed check,1
C01364,29,109.87,2423.73,Month-to-month,Fiber optic,Credit card,0
C01365,17,34.37,7073.09,Month-to-month,DSL,Credit card,0
C01366,41,37.95,1923.71,Month-to-month,No,Credit card,1
C01367,55,39.68,5943.89,One year,Fiber optic,Credit card,1
C01368,59,76.5,6806.39,One year,Fiber optic,Bank transfer,1
C01369,55,49.83,1683.67,Month-to-month,Fiber optic,Bank transfer,1
C01370,11,109.38,4153.71,Month-to-month,No,Bank transfer,1
C01371,50,43.35,1547.97,Two year,DSL,Mailed check,0
C01372,9,69.09,6138.95,One year,No,Mailed check,0
C01373,47,46.7,352.91,Two year,Fiber optic,Mailed check,0
C01374,35,94.84,1145.75,Month-to-month,Fiber optic,Electronic check,0
C01375,33,66.0,7274.73,Month-to-month,DSL,Mailed check,1
C01376,26,56.46,6103.42,Month-to-month,DSL,Electronic check,0
C01377,55,22.0,2667.16,Two year,No,Credit card,0
C01378,5,54.05,2885.93,One year,No,Electronic check,0
C01379,15,90.26,7617.12,One year,Fiber optic,Electronic check,0
C01380,36,100.65,5636.6,Month-to-month,DSL,Bank transfer,1
C01381,32,81.53,1608.21,One year,DSL,Electronic check,0
C01382,33,22.91,2058.05,Month-to-month,Fiber optic,Electronic check,0
C01383,34,114.42,7906.29,Month-to-month,Fiber optic,Mailed check,1
C01384,18,49.5,5718.46,One year,DSL,Mailed check,0
C01385,61,89.38,381.36,Month-to-month,Fiber optic,Electronic check,0
C01386,62,116.4,2448.84,Month-to-month,Fiber optic,Bank transfer,0
C01387,50,59.12,7522.23,Month-to-month,Fiber optic,Bank transfer,0
C01388,59,66.81,2283.14,One year,DSL,Credit card,0
C01389,35,71.91,5050.92,One year,DSL,Bank transfer,1
C01390,6,71.61,2596.23,Month-to-month,DSL,Bank transfer,0
C01391,64,80.52,3526.77,One year,No,Mailed check,1
C01392,62,113.3,6782.21,One year,Fiber optic,Credit card,1
C01393,31,113.21,376.01,One year,No,Bank transfer,1
C01394,17,68.1,7344.08,Month-to-month,Fiber optic,Electronic check,0
C01395,12,95.07,965.35,Month-to-month,No,Credit card,0
C01396,47,75.3,3418.07,One year,Fiber optic,Bank transfer,0
C01397,46,21.23,6681.19,Month-to-month,No,Electronic check,0
C01398,64,104.21,5501.8,Month-to-month,Fiber optic,Mailed check,0
C01399,48,30.9,6629.08,Month-to-month,Fiber optic,Bank transfer,0
C01400,51,57.37,4754.43,Month-to-month,Fiber optic,Mailed check,0
C01401,27,25.66,399.86,Two year,Fiber optic,Mailed check,0
C01402,14,42.44,2140.78,Month-to-month,DSL,Mailed check,1
C01403,40,32.85,3827.6,Two year,Fiber optic,Mailed check,0
C01404,2,79.56,7981.06,Month-to-month,Fiber optic,Bank transfer,0
C01405,25,107.84,2647.28,Month-to-month,Fiber optic,Mailed check,0
C01406,5,30.57,419.49,Month-to-month,No,Bank transfer,0
C01407,23,82.32,3234.54,Two year,DSL,Mailed check,0
C01408,30,85.01,2678.28,One year,Fiber optic,Mailed check,0
C01409,2,51.14,5472.3,Month-to-month,DSL,Bank transfer,0
C01410,39,31.09,3610.35,Month-to-month,No,Credit card,0
C01411,22,55.41,5649.23,Month-to-month,DSL,Credit card,1
C01412,14,26.88,4505.88,Two year,DSL,Mailed check,0
C01413,70,85.31,6037.15,Month-to-month,No,Bank transfer,0
C01414,51,93.24,1520.45,One year,Fiber optic,Bank transfer,1
C01415,18,45.87,7461.12,Month-to-month,DSL,Electronic check,0
C01416,7,74.63,6467.73,Month-to-month,Fiber optic,Mailed check,0
C01417,37,76.25,6223.75,Month-to-month,DSL,Credit card,0
C01418,26,83.13,5285.09,Two year,DSL,Mailed check,0
C01419,5,113.45,3752.99,Two year,DSL,Credit card,0
C01420,21,79.52,6592.73,Month-to-month,DSL,Credit card,1
C01421,1,32.97,6761.82,Month-to-month,No,Credit card,0
C01422,42,111.36,5139.24,One year,No,Credit card,1
C01423,52,45.17,2803.04,One year,DSL,Electronic check,0
C01424,30,104.01,3441.69,One year,No,Bank transfer,0
C01425,59,61.65,6061.44,Month-to-month,DSL,Mailed check,0
C01426,18,110.5,1418.17,Month-to-month,DSL,Electronic check,0
C01427,22,71.65,4666.86,One year,Fiber optic,Credit card,0
C01428,58,96.97,7439.46,Two year,DSL,Mailed check,1
C01429,34,104.76,6058.46,Two year,Fiber optic,Credit card,0
C01430,47,110.28,4854.64,One year,No,Credit card,0
C01431,43,89.54,3030.07,Two year,DSL,Bank transfer,1
C01432,39,116.31,4055.52,One year,No,Mailed check,0
C01433,46,85.38,5040.11,One year,Fiber optic,Electronic check,1
C01434,39,70.1,6327.93,One year,No,Electronic check,0
C01435,47,85.16,1477.73,One year,Fiber optic,Bank transfer,0
C01436,55,93.42,1490.6,Two year,DSL,Electronic check,0
C01437,32,45.56,2554.28,Month-to-month,Fiber optic,Electronic check,0
C01438,12,51.72,1114.59,One year,Fiber optic,Credit card,1
C01439,20,98.33,5374.19,Two year,DSL,Credit card,1
C01440,7,102.27,6425.54,Month-to-month,No,Mailed check,1
C01441,20,104.11,4538.95,Month-to-month,DSL,Bank transfer,0
C01442,50,23.2,6620.16,Two year,Fiber optic,Electronic check,1
C01443,43,43.7,1308.82,Month-to-month,DSL,Electronic check,0
C01444,2,97.47,7531.94,Two year,No,Mailed check,1
C01445,2,59.99,1137.12,Month-to-month,Fiber optic,Electronic check,0
C01446,25,86.54,4812.74,Month-to-month,Fiber optic,Mailed check,0
C01447,67,67.51,1006.29,One year,No,Mailed check,1
C01448,23,56.22,6809.48,Two year,DSL,Credit card,1
C01449,24,75.68,3562.23,Month-to-month,Fiber optic,Mailed check,0
C01450,44,44.93,5975.08,One year,DSL,Bank transfer,0
C01451,53,114.22,6055.66,Month-to-month,No,Electronic check,0
C01452,10,113.95,1128.08,Month-to-month,Fiber optic,Electronic check,0
C01453,2,24.52,4132.73,One year,DSL,Bank transfer,0
C01454,39,97.51,2312.19,Month-to-month,Fiber optic,Credit card,1
C01455,36,81.64,5177.06,Two year,DSL,Electronic check,0
C01456,18,51.86,1519.34,Month-to-month,DSL,Mailed check,1
C01457,41,52.69,4453.89,One year,Fiber optic,Electronic check,0
C01458,57,29.67,1013.11,One year,Fiber optic,Bank transfer,0
C01459,18,20.71,2189.39,Two year,Fiber optic,Bank transfer,0
C01460,64,37.6,4349.61,Month-to-month,Fiber optic,Electronic check,0
C01461,53,66.94,1098.02,Month-to-month,No,Electronic check,0
C01462,9,106.92,3298.36,Month-to-month,No,Bank transfer,1
C01463,11,68.44,2539.8,Month-to-month,Fiber optic,Electronic check,1
C01464,70,23.4,5643.52,Month-to-month,Fiber optic,Electronic check,0
C01465,58,58.4,3974.62,One year,Fiber optic,Mailed check,0
C01466,3,66.24,5248.88,Month-to-month,DSL,Credit card,0
C01467,48,73.55,6961.2,Month-to-month,Fiber optic,Electronic check,0
C01468,41,76.7,5562.71,Month-to-month,Fiber optic,Credit card,0
C01469,20,74.83,7487.83,Month-to-month,Fiber optic,Bank transfer,0
C01470,47,38.84,5892.45,Month-to-month,Fiber optic,Bank transfer,0
C01471,39,85.14,3257.98,One year,Fiber optic,Mailed check,0
C01472,31,97.6,1757.88,Two year,No,Credit card,0
C01473,31,21.45,6048.96,Two year,No,Mailed check,0
C01474,34,67.67,2565.76,Month-to-month,No,Electronic check,1
C01475,69,38.29,5142.81,One year,DSL,Credit card,1
C01476,41,64.14,7337.01,Month-to-month,Fiber optic,Electronic check,0
C01477,63,25.54,2199.6,Two year,DSL,Mailed check,1
C01478,50,73.56,5457.28,Month-to-month,Fiber optic,Credit card,1
C01479,31,69.12,4478.43,Month-to-month,DSL,Mailed check,0
C01480,12,118.37,2132.29,One year,DSL,Credit card,0
C01481,52,41.67,2371.99,One year,Fiber optic,Electronic check,1
C01482,70,62.79,2347.21,One year,Fiber optic,Electronic check,1
C01483,8,53.26,489.94,Month-to-month,Fiber optic,Credit card,0
C01484,34,34.95,7787.65,Month-to-month,DSL,Bank transfer,1
C01485,20,100.7,2494.06,Month-to-month,DSL,Mailed check,1
C01486,39,83.52,2167.17,Month-to-month,No,Electronic check,0
C01487,45,95.84,1723.86,One year,DSL,Bank transfer,0
C01488,66,34.19,7460.52,One year,No,Bank transfer,1
C01489,11,38.42,665.47,Two year,DSL,Credit card,0
C01490,32,71.69,6168.8,Month-to-month,Fiber optic,Credit card,0
C01491,4,95.74,4238.7,One year,No,Bank transfer,0
C01492,23,44.12,596.27,One year,DSL,Electronic check,0
C01493,15,84.46,549.95,Month-to-month,Fiber optic,Mailed check,0
C01494,13,29.04,5567.56,Month-to-month,Fiber optic,Electronic check,0
C01495,15,75.99,6064.19,Two year,No,Bank transfer,0
C01496,4,56.54,2955.91,Month-to-month,DSL,Mailed check,1
C01497,63,89.05,7128.33,Two year,Fiber optic,Credit card,0
C01498,42,108.97,6685.52,Month-to-month,Fiber optic,Electronic check,0
C01499,54,86.91,1146.56,Month-to-month,DSL,Bank transfer,0
C01500,38,30.75,1521.23,Month-to-month,DSL,Bank transfer,1
C01501,21,116.88,263.07,One year,Fiber optic,Bank transfer,0
C01502,36,57.21,7768.09,One year,Fiber optic,Mailed check,1
C01503,42,102.43,2569.12,One year,DSL,Electronic check,0
C01504,47,39.14,5881.5,One year,DSL,Credit card,0
C01505,21,92.28,843.04,One year,Fiber optic,Electronic check,0
C01506,39,47.67,5780.17,Month-to-month,No,Electronic check,0
C01507,49,69.5,6519.88,One year,No,Credit card,0
C01508,11,86.8,6260.98,Month-to-month,Fiber optic,Mailed check,0
C01509,22,43.57,4172.4,One year,DSL,Electronic check,1
C01510,54,68.01,7194.11,Month-to-month,DSL,Electronic check,0
C01511,8,61.73,5891.17,Two year,No,Credit card,1
C01512,14,104.46,595.55,Month-to-month,DSL,Mailed check,1
C01513,43,92.47,5176.86,Two year,Fiber optic,Electronic check,0
C01514,31,82.61,2786.91,Two year,Fiber optic,Electronic check,0
C01515,45,40.03,3734.07,Month-to-month,DSL,Bank transfer,0
C01516,12,43.34,3941.68,Month-to-month,DSL,Electronic check,1
C01517,6,22.71,4068.83,Two year,Fiber optic,Electronic check,0
C01518,37,72.53,3314.32,Month-to-month,Fiber optic,Credit card,0
C01519,40,28.4,5827.44,Month-to-month,Fiber optic,Electronic check,1
C01520,6,31.93,6465.08,One year,Fiber optic,Mailed check,1
C01521,5,61.62,1994.75,Month-to-month,DSL,Mailed check,0
C01522,16,109.4,7023.56,One year,No,Bank transfer,1
C01523,13,28.08,7000.45,One year,DSL,Bank transfer,0
C01524,65,84.8,7950.09,One year,DSL,Mailed check,1
C01525,57,36.67,6426.74,Month-to-month,Fiber optic,Mailed check,0
C01526,12,35.85,3905.65,Month-to-month,DSL,Bank transfer,0
C01527,8,40.42,6500.35,Month-to-month,No,Mailed check,1
C01528,38,104.45,7130.11,Two year,Fiber optic,Electronic check,0
C01529,28,32.16,382.96,One year,Fiber optic,Bank transfer,0
C01530,5,66.89,7213.01,Two year,No,Bank transfer,0
C01531,15,87.73,1410.27,Two year,No,Credit card,0
C01532,51,88.5,6141.44,Two year,DSL,Bank transfer,0
C01533,3,108.51,6792.02,Month-to-month,Fiber optic,Mailed check,0
C01534,15,64.67,2967.45,Two year,Fiber optic,Mailed check,0
C01535,61,117.06,5488.16,Month-to-month,DSL,Mailed check,0
C01536,50,69.94,7945.7,Month-to-month,DSL,Mailed check,0
C01537,15,33.5,4002.22,Month-to-month,Fiber optic,Electronic check,1
C01538,38,114.27,5510.34,Two year,DSL,Bank transfer,0
C01539,21,48.85,7657.63,Month-to-month,DSL,Electronic check,0
C01540,45,97.03,1493.79,Month-to-month,DSL,Bank transfer,0
C01541,68,95.47,1542.95,One year,Fiber optic,Credit card,0
C01542,6,58.72,5597.46,Month-to-month,No,Bank transfer,0
C01543,2,93.05,1382.03,Month-to-month,DSL,Credit card,0
C01544,44,71.76,730.55,Month-to-month,Fiber optic,Electronic check,0
C01545,60,113.89,2880.65,Month-to-month,No,Bank transfer,0
C01546,54,40.76,4056.55,Two year,No,Electronic check,0
C01547,47,47.42,6285.32,One year,Fiber optic,Mailed check,1
C01548,33,27.38,7181.1,Two year,Fiber optic,Electronic check,0
C01549,25,79.32,7243.91,Two year,No,Bank transfer,0
C01550,15,119.65,4951.65,Two year,Fiber optic,Mailed check,0
C01551,36,96.47,6731.73,Month-to-month,Fiber optic,Bank transfer,1
C01552,23,39.55,664.0,Month-to-month,DSL,Bank transfer,0
C01553,57,33.34,7115.7,Two year,No,Mailed check,1
C01554,20,50.27,857.19,One year,DSL,Electronic check,0
C01555,34,109.05,6078.11,Month-to-month,No,Credit card,0
C01556,64,101.42,5327.47,Two year,No,Credit card,1
C01557,57,113.95,7151.38,One year,Fiber optic,Mailed check,1
C01558,16,86.67,3984.81,One year,DSL,Bank transfer,0
C01559,16,107.32,7956.54,One year,DSL,Mailed check,0
C01560,4,75.63,1433.32,Two year,DSL,Electronic check,0
C01561,69,20.94,2531.77,Two year,No,Electronic check,1
C01562,64,102.55,6381.61,Month-to-month,No,Mailed check,0
C01563,53,70.41,963.42,One year,Fiber optic,Electronic check,0
C01564,18,89.28,4546.06,Month-to-month,Fiber optic,Mailed check,1
C01565,11,73.85,7328.0,Month-to-month,Fiber optic,Mailed check,0
C01566,47,55.58,5966.79,Month-to-month,Fiber optic,Electronic check,0
C01567,35,82.95,4525.77,Month-to-month,No,Mailed check,1
C01568,15,53.29,7398.6,Two year,No,Electronic check,0
C01569,34,21.4,302.27,Month-to-month,DSL,Mailed check,0
C01570,30,79.25,3966.03,Two year,DSL,Mailed check,0
C01571,40,72.56,5642.33,One year,DSL,Electronic check,0
C01572,52,81.63,6950.35,One year,Fiber optic,Credit card,1
C01573,46,95.77,2091.12,Two year,Fiber optic,Electronic check,1
C01574,39,79.54,1407.76,Two year,DSL,Mailed check,0
C01575,47,54.18,7423.81,Month-to-month,DSL,Bank transfer,0
C01576,40,118.05,1324.27,Two year,Fiber optic,Electronic check,1
C01577,69,33.63,7775.56,One year,Fiber optic,Bank transfer,0
C01578,59,99.32,5601.38,Two year,Fiber optic,Bank transfer,0
C01579,35,76.07,1235.7,Month-to-month,Fiber optic,Electronic check,0
C01580,56,79.83,7684.97,One year,No,Bank transfer,0
C01581,2,98.24,6593.61,Month-to-month,No,Mailed check,1
C01582,34,109.27,6062.99,Month-to-month,Fiber optic,Bank transfer,0
C01583,42,118.58,3468.99,One year,Fiber optic,Mailed check,1
C01584,43,111.59,6526.75,One year,Fiber optic,Credit card,1
C01585,50,41.25,7290.86,One year,Fiber optic,Credit card,0
C01586,59,34.09,5503.27,Two year,DSL,Credit card,0
C01587,45,31.17,5730.7,Two year,No,Mailed check,0
C01588,6,118.33,5882.71,One year,Fiber optic,Mailed check,0
C01589,49,100.53,4445.26,Month-to-month,Fiber optic,Credit card,0
C01590,48,77.07,3301.24,Two year,Fiber optic,Credit card,0
C01591,31,57.96,487.85,One year,Fiber optic,Credit card,0
C01592,3,91.55,1848.7,One year,Fiber optic,Credit card,1
C01593,26,99.59,7999.85,Month-to-month,Fiber optic,Mailed check,0
C01594,22,27.87,6035.91,Month-to-month,DSL,Credit card,0
C01595,34,23.34,2806.78,Month-to-month,DSL,Credit card,1
C01596,9,28.99,5993.33,Month-to-month,DSL,Electronic check,0
C01597,44,100.42,378.73,Month-to-month,DSL,Bank transfer,1
C01598,39,60.2,7619.57,One year,DSL,Mailed check,0
C01599,36,78.75,5430.07,One year,No,Mailed check,0
C01600,36,22.56,354.98,Month-to-month,DSL,Credit card,1
C01601,42,92.51,7213.85,Month-to-month,No,Credit card,0
C01602,40,86.95,3209.65,Month-to-month,DSL,Bank transfer,0
C01603,40,88.6,5305.53,Month-to-month,Fiber optic,Credit card,1
C01604,7,59.73,721.46,Month-to-month,DSL,Credit card,1
C01605,49,112.91,6325.32,Month-to-month,No,Mailed check,0
C01606,69,21.65,1958.89,Month-to-month,Fiber optic,Mailed check,0
C01607,46,85.06,2748.07,Month-to-month,DSL,Bank transfer,1
C01608,47,72.89,4250.17,Month-to-month,DSL,Bank transfer,0
C01609,6,41.9,5634.94,Two year,No,Credit card,0
C01610,1,44.21,1317.29,Month-to-month,No,Credit card,1
C01611,68,57.28,3903.53,One year,Fiber optic,Mailed check,1
C01612,26,104.17,7622.6,Two year,Fiber optic,Mailed check,0
C01613,26,100.77,7443.77,One year,Fiber optic,Electronic check,0
C01614,2,109.7,4103.79,Month-to-month,DSL,Credit card,0
C01615,25,28.38,3490.36,One year,No,Electronic check,0
C01616,54,20.71,7504.7,One year,DSL,Electronic check,0
C01617,12,29.28,2372.73,Month-to-month,DSL,Electronic check,1
C01618,65,31.98,3963.86,Month-to-month,Fiber optic,Electronic check,0
C01619,12,100.89,5650.57,Two year,DSL,Electronic check,0
C01620,17,59.06,4551.96,One year,DSL,Credit card,1
C01621,31,78.12,3214.19,Month-to-month,DSL,Bank transfer,0
C01622,20,98.75,1556.44,Month-to-month,No,Mailed check,0
C01623,42,93.8,5461.54,One year,Fiber optic,Bank transfer,1
C01624,66,78.57,4496.58,Month-to-month,No,Mailed check,1
C01625,33,73.83,1293.35,Month-to-month,DSL,Bank transfer,0
C01626,12,84.33,3626.09,Month-to-month,Fiber optic,Electronic check,0
C01627,61,46.39,1333.79,One year,No,Bank transfer,1
C01628,8,95.82,879.41,Month-to-month,Fiber optic,Credit card,0
C01629,34,94.58,7811.07,One year,Fiber optic,Electronic check,0
C01630,55,90.57,1228.47,One year,DSL,Mailed check,0
C01631,62,20.35,2270.61,Month-to-month,DSL,Bank transfer,0
C01632,50,116.94,943.62,Month-to-month,DSL,Bank transfer,1
C01633,60,105.46,3728.62,Month-to-month,No,Bank transfer,1
C01634,39,72.86,1740.84,Two year,No,Bank transfer,0
C01635,60,100.98,3616.95,Month-to-month,DSL,Bank transfer,0
C01636,10,50.33,6950.94,One year,DSL,Bank transfer,0
C01637,58,105.16,4287.23,One year,Fiber optic,Bank transfer,0
C01638,31,35.38,5859.02,One year,Fiber optic,Credit card,0
C01639,4,92.57,7792.51,Two year,Fiber optic,Electronic check,0
C01640,15,110.57,3091.59,Month-to-month,No,Mailed check,1
C01641,41,104.61,7570.09,Month-to-month,Fiber optic,Credit card,0
C01642,55,47.42,6405.63,One year,Fiber optic,Credit card,0
C01643,17,120.0,296.88,One year,Fiber optic,Mailed check,1
C01644,67,31.18,557.62,Month-to-month,DSL,Credit card,0
C01645,2,22.45,4594.81,Two year,Fiber optic,Mailed check,0
C01646,40,52.1,2312.59,Two year,Fiber optic,Mailed check,0
C01647,42,53.6,3637.11,One year,Fiber optic,Bank transfer,0
C01648,22,109.17,4054.01,Month-to-month,Fiber optic,Bank transfer,0
C01649,42,116.3,6605.33,One year,No,Mailed check,0
C01650,15,23.12,6028.79,One year,No,Electronic check,1
C01651,7,31.31,650.81,Two year,DSL,Electronic check,0
C01652,57,113.05,3421.65,Two year,No,Mailed check,0
C01653,31,113.74,6596.09,One year,Fiber optic,Electronic check,1
C01654,11,26.31,5630.85,One year,Fiber optic,Credit card,0
C01655,32,55.95,6371.93,One year,DSL,Electronic check,1
C01656,28,53.71,968.36,Month-to-month,No,Credit card,0
C01657,31,66.76,5408.09,Two year,Fiber optic,Bank transfer,0
C01658,47,85.25,1386.51,Two year,No,Bank transfer,0
C01659,8,113.98,4060.73,Two year,DSL,Credit card,0
C01660,58,59.51,4357.59,Month-to-month,No,Electronic check,0
C01661,63,110.19,895.12,Month-to-month,No,Credit card,1
C01662,26,89.58,7286.0,Two year,No,Credit card,1
C01663,12,51.18,1817.84,Two year,DSL,Credit card,0
C01664,55,114.55,7610.52,Two year,DSL,Credit card,0
C01665,55,45.34,5579.14,Two year,Fiber optic,Bank transfer,0
C01666,4,119.24,5664.92,Month-to-month,Fiber optic,Credit card,1
C01667,47,90.5,2908.35,Month-to-month,No,Mailed check,0
C01668,28,97.38,6619.02,Month-to-month,Fiber optic,Bank transfer,0
C01669,53,86.93,6967.45,One year,No,Mailed check,0
C01670,37,43.0,1751.1,Month-to-month,Fiber optic,Credit card,0
C01671,3,113.97,980.9,Two year,Fiber optic,Electronic check,0
C01672,71,87.12,409.34,Month-to-month,Fiber optic,Bank transfer,0
C01673,25,114.7,7500.74,Month-to-month,No,Credit card,0
C01674,5,45.22,2726.48,Two year,DSL,Electronic check,1
C01675,10,66.57,504.82,Two year,DSL,Electronic check,0
C01676,57,99.77,7356.03,Month-to-month,Fiber optic,Bank transfer,1
C01677,44,110.94,5197.26,Month-to-month,No,Mailed check,0
C01678,38,60.52,6132.32,Month-to-month,DSL,Credit card,0
C01679,8,59.44,4506.46,Month-to-month,Fiber optic,Electronic check,0
C01680,59,66.47,920.87,Two year,No,Mailed check,0
C01681,56,53.08,4595.27,Two year,DSL,Mailed check,1
C01682,30,92.4,3409.95,Two year,Fiber optic,Credit card,0
C01683,36,100.89,1372.55,Month-to-month,Fiber optic,Electronic check,0
C01684,19,117.2,7399.58,Month-to-month,No,Credit card,0
C01685,46,98.13,4743.5,Month-to-month,DSL,Bank transfer,0
C01686,30,80.66,5504.95,One year,Fiber optic,Bank transfer,0
C01687,59,28.19,2509.46,One year,DSL,Mailed check,0
C01688,2,93.55,1866.87,One year,Fiber optic,Bank transfer,0
C01689,17,109.03,2536.87,Month-to-month,No,Electronic check,1
C01690,39,52.19,3220.84,Two year,Fiber optic,Bank transfer,0
C01691,40,32.99,6831.99,One year,DSL,Bank transfer,0
C01692,51,55.36,3662.3,One year,Fiber optic,Mailed check,1
C01693,6,119.44,6413.11,One year,Fiber optic,Credit card,1
C01694,51,26.45,1369.64,Month-to-month,Fiber optic,Electronic check,0
C01695,11,95.24,3131.66,Month-to-month,No,Credit card,0
C01696,30,119.52,2914.42,One year,DSL,Mailed check,0
C01697,26,20.46,143.34,Two year,Fiber optic,Credit card,0
C01698,18,73.49,2273.33,Month-to-month,Fiber optic,Bank transfer,1
C01699,14,85.91,2202.51,Month-to-month,No,Bank transfer,0
C01700,62,78.19,6447.1,Month-to-month,DSL,Mailed check,1
C01701,30,75.14,5245.42,Month-to-month,DSL,Electronic check,0
C01702,60,50.1,6569.88,Month-to-month,Fiber optic,Mailed check,0
